time,latitude,longitude,wpp_region,fishing_effort_hours,vessel_count,source
2023-03-01,-2.25,104.25,WPP_572_Samudera_Hindia_Barat,8.67,5,GFW_MOCK
2023-03-01,-2.25,104.75,WPP_572_Samudera_Hindia_Barat,25.1,7,GFW_MOCK
2023-03-01,-1.75,95.25,WPP_572_Samudera_Hindia_Barat,14.21,8,GFW_MOCK
2023-03-01,-1.75,95.75,WPP_572_Samudera_Hindia_Barat,33.08,6,GFW_MOCK
2023-03-01,-1.75,96.25,WPP_572_Samudera_Hindia_Barat,4.03,6,GFW_MOCK
2023-03-01,-1.75,96.75,WPP_572_Samudera_Hindia_Barat,2.62,6,GFW_MOCK
2023-03-01,-1.75,97.25,WPP_572_Samudera_Hindia_Barat,9.1,4,GFW_MOCK
2023-03-01,-1.75,97.75,WPP_572_Samudera_Hindia_Barat,17.01,6,GFW_MOCK
2023-03-01,-1.75,98.25,WPP_572_Samudera_Hindia_Barat,41.57,11,GFW_MOCK
2023-03-01,-1.75,98.75,WPP_572_Samudera_Hindia_Barat,35.26,6,GFW_MOCK
2023-03-01,-1.75,99.25,WPP_572_Samudera_Hindia_Barat,14.76,7,GFW_MOCK
2023-03-01,-1.75,99.75,WPP_572_Samudera_Hindia_Barat,5.64,7,GFW_MOCK
2023-03-01,-1.75,100.25,WPP_572_Samudera_Hindia_Barat,46.03,10,GFW_MOCK
2023-03-01,-1.75,100.75,WPP_572_Samudera_Hindia_Barat,2.87,10,GFW_MOCK
2023-03-01,-1.75,101.25,WPP_572_Samudera_Hindia_Barat,5.35,11,GFW_MOCK
2023-03-01,-1.75,101.75,WPP_572_Samudera_Hindia_Barat,5.34,7,GFW_MOCK
2023-03-01,-1.75,102.25,WPP_572_Samudera_Hindia_Barat,1.01,12,GFW_MOCK
2023-03-01,-1.75,102.75,WPP_572_Samudera_Hindia_Barat,6.82,10,GFW_MOCK
2023-03-01,-1.75,103.25,WPP_572_Samudera_Hindia_Barat,13.22,9,GFW_MOCK
2023-03-01,-1.75,103.75,WPP_572_Samudera_Hindia_Barat,3.74,11,GFW_MOCK
2023-03-01,-1.75,104.25,WPP_572_Samudera_Hindia_Barat,13.69,10,GFW_MOCK
2023-03-01,-1.75,104.75,WPP_572_Samudera_Hindia_Barat,51.47,9,GFW_MOCK
2023-03-01,-1.25,95.25,WPP_572_Samudera_Hindia_Barat,3.32,5,GFW_MOCK
2023-03-01,-1.25,95.75,WPP_572_Samudera_Hindia_Barat,7.55,4,GFW_MOCK
2023-03-01,-1.25,96.25,WPP_572_Samudera_Hindia_Barat,2.35,6,GFW_MOCK
2023-03-01,-1.25,96.75,WPP_572_Samudera_Hindia_Barat,11.4,14,GFW_MOCK
2023-03-01,-1.25,97.25,WPP_572_Samudera_Hindia_Barat,9.65,7,GFW_MOCK
2023-03-01,-1.25,97.75,WPP_572_Samudera_Hindia_Barat,8.64,8,GFW_MOCK
2023-03-01,-1.25,98.25,WPP_572_Samudera_Hindia_Barat,3.44,5,GFW_MOCK
2023-03-01,-1.25,98.75,WPP_572_Samudera_Hindia_Barat,11.47,8,GFW_MOCK
2023-03-01,-1.25,99.25,WPP_572_Samudera_Hindia_Barat,3.7,12,GFW_MOCK
2023-03-01,-1.25,99.75,WPP_572_Samudera_Hindia_Barat,18.54,16,GFW_MOCK
2023-03-01,-1.25,100.25,WPP_572_Samudera_Hindia_Barat,3.51,6,GFW_MOCK
2023-03-01,-1.25,100.75,WPP_572_Samudera_Hindia_Barat,4.84,7,GFW_MOCK
2023-03-01,-1.25,101.25,WPP_572_Samudera_Hindia_Barat,50.47,16,GFW_MOCK
2023-03-01,-1.25,101.75,WPP_572_Samudera_Hindia_Barat,3.3,7,GFW_MOCK
2023-03-01,-1.25,102.25,WPP_572_Samudera_Hindia_Barat,1.44,3,GFW_MOCK
2023-03-01,-1.25,102.75,WPP_572_Samudera_Hindia_Barat,10.04,5,GFW_MOCK
2023-03-01,-1.25,103.25,WPP_572_Samudera_Hindia_Barat,20.13,9,GFW_MOCK
2023-03-01,-1.25,103.75,WPP_572_Samudera_Hindia_Barat,10.37,9,GFW_MOCK
2023-03-01,-1.25,104.25,WPP_572_Samudera_Hindia_Barat,3.98,11,GFW_MOCK
2023-03-01,-1.25,104.75,WPP_572_Samudera_Hindia_Barat,5.85,9,GFW_MOCK
2023-03-01,-0.75,95.25,WPP_572_Samudera_Hindia_Barat,1.23,4,GFW_MOCK
2023-03-01,-0.75,95.75,WPP_572_Samudera_Hindia_Barat,13.55,8,GFW_MOCK
2023-03-01,-0.75,96.25,WPP_572_Samudera_Hindia_Barat,13.82,8,GFW_MOCK
2023-03-01,-0.75,96.75,WPP_572_Samudera_Hindia_Barat,19.04,13,GFW_MOCK
2023-03-01,-0.75,97.25,WPP_572_Samudera_Hindia_Barat,6.31,7,GFW_MOCK
2023-03-01,-0.75,97.75,WPP_572_Samudera_Hindia_Barat,7.56,9,GFW_MOCK
2023-03-01,-0.75,98.25,WPP_572_Samudera_Hindia_Barat,3.57,7,GFW_MOCK
2023-03-01,-0.75,98.75,WPP_572_Samudera_Hindia_Barat,25.94,7,GFW_MOCK
2023-03-01,-0.75,99.25,WPP_572_Samudera_Hindia_Barat,79.09,8,GFW_MOCK
2023-03-01,-0.75,99.75,WPP_572_Samudera_Hindia_Barat,7.54,11,GFW_MOCK
2023-03-01,-0.75,100.25,WPP_572_Samudera_Hindia_Barat,3.61,11,GFW_MOCK
2023-03-01,-0.75,100.75,WPP_572_Samudera_Hindia_Barat,80.87,7,GFW_MOCK
2023-03-01,-0.75,101.25,WPP_572_Samudera_Hindia_Barat,4.08,9,GFW_MOCK
2023-03-01,-0.75,101.75,WPP_572_Samudera_Hindia_Barat,3.16,10,GFW_MOCK
2023-03-01,-0.75,102.25,WPP_572_Samudera_Hindia_Barat,11.15,6,GFW_MOCK
2023-03-01,-0.75,102.75,WPP_572_Samudera_Hindia_Barat,33.56,8,GFW_MOCK
2023-03-01,-0.75,103.25,WPP_572_Samudera_Hindia_Barat,111.74,11,GFW_MOCK
2023-03-01,-0.75,103.75,WPP_572_Samudera_Hindia_Barat,46.32,6,GFW_MOCK
2023-03-01,-0.75,104.25,WPP_572_Samudera_Hindia_Barat,18.86,4,GFW_MOCK
2023-03-01,-0.75,104.75,WPP_572_Samudera_Hindia_Barat,96.45,6,GFW_MOCK
2023-03-01,-0.25,95.25,WPP_572_Samudera_Hindia_Barat,44.56,10,GFW_MOCK
2023-03-01,-0.25,95.75,WPP_572_Samudera_Hindia_Barat,21.67,3,GFW_MOCK
2023-03-01,-0.25,96.25,WPP_572_Samudera_Hindia_Barat,11.78,6,GFW_MOCK
2023-03-01,-0.25,96.75,WPP_572_Samudera_Hindia_Barat,37.31,12,GFW_MOCK
2023-03-01,-0.25,97.25,WPP_572_Samudera_Hindia_Barat,11.08,8,GFW_MOCK
2023-03-01,-0.25,97.75,WPP_572_Samudera_Hindia_Barat,1.67,11,GFW_MOCK
2023-03-01,-0.25,98.25,WPP_572_Samudera_Hindia_Barat,13.49,4,GFW_MOCK
2023-03-01,-0.25,98.75,WPP_572_Samudera_Hindia_Barat,11.46,6,GFW_MOCK
2023-03-01,-0.25,99.25,WPP_572_Samudera_Hindia_Barat,8.4,11,GFW_MOCK
2023-03-01,-0.25,99.75,WPP_572_Samudera_Hindia_Barat,8.25,9,GFW_MOCK
2023-03-01,-0.25,100.25,WPP_572_Samudera_Hindia_Barat,17.0,6,GFW_MOCK
2023-03-01,-0.25,100.75,WPP_572_Samudera_Hindia_Barat,3.66,7,GFW_MOCK
2023-03-01,-0.25,101.25,WPP_572_Samudera_Hindia_Barat,10.34,14,GFW_MOCK
2023-03-01,-0.25,101.75,WPP_572_Samudera_Hindia_Barat,4.83,7,GFW_MOCK
2023-03-01,-0.25,102.25,WPP_572_Samudera_Hindia_Barat,62.34,9,GFW_MOCK
2023-03-01,-0.25,102.75,WPP_572_Samudera_Hindia_Barat,138.98,15,GFW_MOCK
2023-03-01,-0.25,103.25,WPP_572_Samudera_Hindia_Barat,9.09,8,GFW_MOCK
2023-03-01,-0.25,103.75,WPP_572_Samudera_Hindia_Barat,15.56,11,GFW_MOCK
2023-03-01,-0.25,104.25,WPP_572_Samudera_Hindia_Barat,13.07,10,GFW_MOCK
2023-03-01,-0.25,104.75,WPP_572_Samudera_Hindia_Barat,63.59,8,GFW_MOCK
2023-03-01,0.25,95.25,WPP_572_Samudera_Hindia_Barat,44.99,8,GFW_MOCK
2023-03-01,0.25,95.75,WPP_572_Samudera_Hindia_Barat,32.57,8,GFW_MOCK
2023-03-01,0.25,96.25,WPP_572_Samudera_Hindia_Barat,3.2,10,GFW_MOCK
2023-03-01,0.25,96.75,WPP_572_Samudera_Hindia_Barat,7.26,11,GFW_MOCK
2023-03-01,0.25,97.25,WPP_572_Samudera_Hindia_Barat,8.99,8,GFW_MOCK
2023-03-01,0.25,97.75,WPP_572_Samudera_Hindia_Barat,4.28,8,GFW_MOCK
2023-03-01,0.25,98.25,WPP_572_Samudera_Hindia_Barat,16.08,9,GFW_MOCK
2023-03-01,0.25,98.75,WPP_572_Samudera_Hindia_Barat,19.93,6,GFW_MOCK
2023-03-01,0.25,99.25,WPP_572_Samudera_Hindia_Barat,15.14,6,GFW_MOCK
2023-03-01,0.25,99.75,WPP_572_Samudera_Hindia_Barat,11.85,8,GFW_MOCK
2023-03-01,0.25,100.25,WPP_572_Samudera_Hindia_Barat,13.0,5,GFW_MOCK
2023-03-01,0.25,100.75,WPP_572_Samudera_Hindia_Barat,4.21,3,GFW_MOCK
2023-03-01,0.25,101.25,WPP_572_Samudera_Hindia_Barat,67.97,5,GFW_MOCK
2023-03-01,0.25,101.75,WPP_572_Samudera_Hindia_Barat,9.18,8,GFW_MOCK
2023-03-01,0.25,102.25,WPP_572_Samudera_Hindia_Barat,2.09,9,GFW_MOCK
2023-03-01,0.25,102.75,WPP_572_Samudera_Hindia_Barat,0.13,11,GFW_MOCK
2023-03-01,0.25,103.25,WPP_572_Samudera_Hindia_Barat,10.05,11,GFW_MOCK
2023-03-01,0.25,103.75,WPP_572_Samudera_Hindia_Barat,63.58,7,GFW_MOCK
2023-03-01,0.25,104.25,WPP_572_Samudera_Hindia_Barat,5.72,12,GFW_MOCK
2023-03-01,0.25,104.75,WPP_572_Samudera_Hindia_Barat,2.05,5,GFW_MOCK
2023-03-01,0.75,95.25,WPP_572_Samudera_Hindia_Barat,15.73,3,GFW_MOCK
2023-03-01,0.75,95.75,WPP_572_Samudera_Hindia_Barat,11.29,12,GFW_MOCK
2023-03-01,0.75,96.25,WPP_572_Samudera_Hindia_Barat,4.53,7,GFW_MOCK
2023-03-01,0.75,96.75,WPP_572_Samudera_Hindia_Barat,6.78,6,GFW_MOCK
2023-03-01,0.75,97.25,WPP_572_Samudera_Hindia_Barat,13.31,7,GFW_MOCK
2023-03-01,0.75,97.75,WPP_572_Samudera_Hindia_Barat,15.29,7,GFW_MOCK
2023-03-01,0.75,98.25,WPP_572_Samudera_Hindia_Barat,70.54,12,GFW_MOCK
2023-03-01,0.75,98.75,WPP_572_Samudera_Hindia_Barat,13.9,9,GFW_MOCK
2023-03-01,0.75,99.25,WPP_572_Samudera_Hindia_Barat,1.43,6,GFW_MOCK
2023-03-01,0.75,99.75,WPP_572_Samudera_Hindia_Barat,5.7,7,GFW_MOCK
2023-03-01,0.75,100.25,WPP_572_Samudera_Hindia_Barat,33.11,8,GFW_MOCK
2023-03-01,0.75,100.75,WPP_572_Samudera_Hindia_Barat,25.0,9,GFW_MOCK
2023-03-01,0.75,101.25,WPP_572_Samudera_Hindia_Barat,1.15,7,GFW_MOCK
2023-03-01,0.75,101.75,WPP_572_Samudera_Hindia_Barat,4.8,14,GFW_MOCK
2023-03-01,0.75,102.25,WPP_572_Samudera_Hindia_Barat,2.52,10,GFW_MOCK
2023-03-01,0.75,102.75,WPP_572_Samudera_Hindia_Barat,53.37,5,GFW_MOCK
2023-03-01,0.75,103.25,WPP_572_Samudera_Hindia_Barat,4.39,9,GFW_MOCK
2023-03-01,0.75,103.75,WPP_572_Samudera_Hindia_Barat,4.99,10,GFW_MOCK
2023-03-01,0.75,104.25,WPP_572_Samudera_Hindia_Barat,172.71,11,GFW_MOCK
2023-03-01,0.75,104.75,WPP_572_Samudera_Hindia_Barat,8.34,10,GFW_MOCK
2023-03-01,1.25,95.25,WPP_572_Samudera_Hindia_Barat,11.49,9,GFW_MOCK
2023-03-01,1.25,95.75,WPP_572_Samudera_Hindia_Barat,22.09,6,GFW_MOCK
2023-03-01,1.25,96.25,WPP_572_Samudera_Hindia_Barat,1.06,9,GFW_MOCK
2023-03-01,1.25,96.75,WPP_572_Samudera_Hindia_Barat,44.54,7,GFW_MOCK
2023-03-01,1.25,97.25,WPP_572_Samudera_Hindia_Barat,65.26,6,GFW_MOCK
2023-03-01,1.25,97.75,WPP_572_Samudera_Hindia_Barat,28.33,11,GFW_MOCK
2023-03-01,1.25,98.25,WPP_572_Samudera_Hindia_Barat,2.98,11,GFW_MOCK
2023-03-01,1.25,98.75,WPP_572_Samudera_Hindia_Barat,16.5,9,GFW_MOCK
2023-03-01,1.25,99.25,WPP_572_Samudera_Hindia_Barat,39.92,11,GFW_MOCK
2023-03-01,1.25,99.75,WPP_572_Samudera_Hindia_Barat,10.02,9,GFW_MOCK
2023-03-01,1.25,100.25,WPP_572_Samudera_Hindia_Barat,16.71,7,GFW_MOCK
2023-03-01,1.25,100.75,WPP_572_Samudera_Hindia_Barat,34.23,4,GFW_MOCK
2023-03-01,1.25,101.25,WPP_572_Samudera_Hindia_Barat,14.55,6,GFW_MOCK
2023-03-01,1.25,101.75,WPP_572_Samudera_Hindia_Barat,5.75,9,GFW_MOCK
2023-03-01,1.25,102.25,WPP_572_Samudera_Hindia_Barat,2.41,6,GFW_MOCK
2023-03-01,1.25,102.75,WPP_572_Samudera_Hindia_Barat,2.8,7,GFW_MOCK
2023-03-01,1.25,103.25,WPP_572_Samudera_Hindia_Barat,24.92,10,GFW_MOCK
2023-03-01,1.25,103.75,WPP_572_Samudera_Hindia_Barat,15.04,10,GFW_MOCK
2023-03-01,1.25,104.25,WPP_572_Samudera_Hindia_Barat,17.69,8,GFW_MOCK
2023-03-01,1.25,104.75,WPP_572_Samudera_Hindia_Barat,7.78,7,GFW_MOCK
2023-03-01,1.75,95.25,WPP_572_Samudera_Hindia_Barat,3.29,2,GFW_MOCK
2023-03-01,1.75,95.75,WPP_572_Samudera_Hindia_Barat,13.71,10,GFW_MOCK
2023-03-01,1.75,96.25,WPP_572_Samudera_Hindia_Barat,40.33,8,GFW_MOCK
2023-03-01,1.75,96.75,WPP_572_Samudera_Hindia_Barat,5.78,10,GFW_MOCK
2023-03-01,1.75,97.25,WPP_572_Samudera_Hindia_Barat,11.37,7,GFW_MOCK
2023-03-01,1.75,97.75,WPP_572_Samudera_Hindia_Barat,64.72,5,GFW_MOCK
2023-03-01,1.75,98.25,WPP_572_Samudera_Hindia_Barat,11.31,7,GFW_MOCK
2023-03-01,1.75,98.75,WPP_572_Samudera_Hindia_Barat,14.1,4,GFW_MOCK
2023-03-01,1.75,99.25,WPP_572_Samudera_Hindia_Barat,24.3,10,GFW_MOCK
2023-03-01,1.75,99.75,WPP_572_Samudera_Hindia_Barat,1.74,8,GFW_MOCK
2023-03-01,1.75,100.25,WPP_572_Samudera_Hindia_Barat,26.89,6,GFW_MOCK
2023-03-01,1.75,100.75,WPP_572_Samudera_Hindia_Barat,18.79,11,GFW_MOCK
2023-03-01,1.75,101.25,WPP_572_Samudera_Hindia_Barat,4.24,5,GFW_MOCK
2023-03-01,1.75,101.75,WPP_572_Samudera_Hindia_Barat,1.61,9,GFW_MOCK
2023-03-01,1.75,102.25,WPP_572_Samudera_Hindia_Barat,23.98,7,GFW_MOCK
2023-03-01,1.75,102.75,WPP_572_Samudera_Hindia_Barat,9.37,6,GFW_MOCK
2023-03-01,1.75,103.25,WPP_572_Samudera_Hindia_Barat,12.94,7,GFW_MOCK
2023-03-01,1.75,103.75,WPP_572_Samudera_Hindia_Barat,25.8,9,GFW_MOCK
2023-03-01,1.75,104.25,WPP_572_Samudera_Hindia_Barat,4.25,12,GFW_MOCK
2023-03-01,1.75,104.75,WPP_572_Samudera_Hindia_Barat,32.18,8,GFW_MOCK
2023-01-01,-10.75,102.25,WPP_573_Samudera_Hindia_Selatan,9.02,9,GFW_MOCK
2023-01-01,-10.75,102.75,WPP_573_Samudera_Hindia_Selatan,3.89,7,GFW_MOCK
2023-01-01,-10.75,103.25,WPP_573_Samudera_Hindia_Selatan,60.45,7,GFW_MOCK
2023-01-01,-10.75,103.75,WPP_573_Samudera_Hindia_Selatan,13.44,8,GFW_MOCK
2023-01-01,-10.75,104.25,WPP_573_Samudera_Hindia_Selatan,106.96,7,GFW_MOCK
2023-01-01,-10.75,104.75,WPP_573_Samudera_Hindia_Selatan,29.91,8,GFW_MOCK
2023-01-01,-10.75,105.25,WPP_573_Samudera_Hindia_Selatan,26.59,3,GFW_MOCK
2023-01-01,-10.75,105.75,WPP_573_Samudera_Hindia_Selatan,16.84,6,GFW_MOCK
2023-01-01,-10.75,106.25,WPP_573_Samudera_Hindia_Selatan,21.91,6,GFW_MOCK
2023-01-01,-10.75,106.75,WPP_573_Samudera_Hindia_Selatan,51.98,7,GFW_MOCK
2023-01-01,-10.75,107.25,WPP_573_Samudera_Hindia_Selatan,18.49,4,GFW_MOCK
2023-01-01,-10.75,107.75,WPP_573_Samudera_Hindia_Selatan,34.06,8,GFW_MOCK
2023-01-01,-10.75,108.25,WPP_573_Samudera_Hindia_Selatan,7.58,7,GFW_MOCK
2023-01-01,-10.75,108.75,WPP_573_Samudera_Hindia_Selatan,6.05,7,GFW_MOCK
2023-01-01,-10.75,109.25,WPP_573_Samudera_Hindia_Selatan,3.63,8,GFW_MOCK
2023-01-01,-10.75,109.75,WPP_573_Samudera_Hindia_Selatan,55.02,13,GFW_MOCK
2023-01-01,-10.75,110.25,WPP_573_Samudera_Hindia_Selatan,19.18,9,GFW_MOCK
2023-01-01,-10.75,110.75,WPP_573_Samudera_Hindia_Selatan,15.57,4,GFW_MOCK
2023-01-01,-10.75,111.25,WPP_573_Samudera_Hindia_Selatan,2.39,10,GFW_MOCK
2023-01-01,-10.75,111.75,WPP_573_Samudera_Hindia_Selatan,2.47,3,GFW_MOCK
2023-01-01,-10.75,112.25,WPP_573_Samudera_Hindia_Selatan,18.07,5,GFW_MOCK
2023-01-01,-10.75,112.75,WPP_573_Samudera_Hindia_Selatan,109.38,9,GFW_MOCK
2023-01-01,-10.75,113.25,WPP_573_Samudera_Hindia_Selatan,8.35,9,GFW_MOCK
2023-01-01,-10.75,113.75,WPP_573_Samudera_Hindia_Selatan,4.04,13,GFW_MOCK
2023-01-01,-10.75,114.25,WPP_573_Samudera_Hindia_Selatan,10.49,11,GFW_MOCK
2023-01-01,-10.75,114.75,WPP_573_Samudera_Hindia_Selatan,16.38,8,GFW_MOCK
2023-01-01,-10.25,102.25,WPP_573_Samudera_Hindia_Selatan,24.44,2,GFW_MOCK
2023-01-01,-10.25,102.75,WPP_573_Samudera_Hindia_Selatan,5.7,9,GFW_MOCK
2023-01-01,-10.25,103.25,WPP_573_Samudera_Hindia_Selatan,9.47,9,GFW_MOCK
2023-01-01,-10.25,103.75,WPP_573_Samudera_Hindia_Selatan,16.55,12,GFW_MOCK
2023-01-01,-10.25,104.25,WPP_573_Samudera_Hindia_Selatan,2.98,7,GFW_MOCK
2023-01-01,-10.25,104.75,WPP_573_Samudera_Hindia_Selatan,70.07,15,GFW_MOCK
2023-01-01,-10.25,105.25,WPP_573_Samudera_Hindia_Selatan,52.24,10,GFW_MOCK
2023-01-01,-10.25,105.75,WPP_573_Samudera_Hindia_Selatan,17.04,6,GFW_MOCK
2023-01-01,-10.25,106.25,WPP_573_Samudera_Hindia_Selatan,16.48,7,GFW_MOCK
2023-01-01,-10.25,106.75,WPP_573_Samudera_Hindia_Selatan,16.73,11,GFW_MOCK
2023-01-01,-10.25,107.25,WPP_573_Samudera_Hindia_Selatan,22.4,9,GFW_MOCK
2023-01-01,-10.25,107.75,WPP_573_Samudera_Hindia_Selatan,7.41,10,GFW_MOCK
2023-01-01,-10.25,108.25,WPP_573_Samudera_Hindia_Selatan,34.12,5,GFW_MOCK
2023-01-01,-10.25,108.75,WPP_573_Samudera_Hindia_Selatan,4.82,9,GFW_MOCK
2023-01-01,-10.25,109.25,WPP_573_Samudera_Hindia_Selatan,57.58,10,GFW_MOCK
2023-01-01,-10.25,109.75,WPP_573_Samudera_Hindia_Selatan,2.41,7,GFW_MOCK
2023-01-01,-10.25,110.25,WPP_573_Samudera_Hindia_Selatan,361.55,4,GFW_MOCK
2023-01-01,-10.25,110.75,WPP_573_Samudera_Hindia_Selatan,52.43,8,GFW_MOCK
2023-01-01,-10.25,111.25,WPP_573_Samudera_Hindia_Selatan,63.42,3,GFW_MOCK
2023-01-01,-10.25,111.75,WPP_573_Samudera_Hindia_Selatan,36.45,11,GFW_MOCK
2023-01-01,-10.25,112.25,WPP_573_Samudera_Hindia_Selatan,6.87,6,GFW_MOCK
2023-01-01,-10.25,112.75,WPP_573_Samudera_Hindia_Selatan,3.48,8,GFW_MOCK
2023-01-01,-10.25,113.25,WPP_573_Samudera_Hindia_Selatan,41.55,7,GFW_MOCK
2023-01-01,-10.25,113.75,WPP_573_Samudera_Hindia_Selatan,28.79,2,GFW_MOCK
2023-01-01,-10.25,114.25,WPP_573_Samudera_Hindia_Selatan,27.04,11,GFW_MOCK
2023-01-01,-10.25,114.75,WPP_573_Samudera_Hindia_Selatan,22.72,8,GFW_MOCK
2023-01-01,-9.75,102.25,WPP_573_Samudera_Hindia_Selatan,188.63,12,GFW_MOCK
2023-01-01,-9.75,102.75,WPP_573_Samudera_Hindia_Selatan,20.54,7,GFW_MOCK
2023-01-01,-9.75,103.25,WPP_573_Samudera_Hindia_Selatan,143.42,7,GFW_MOCK
2023-01-01,-9.75,103.75,WPP_573_Samudera_Hindia_Selatan,2.6,8,GFW_MOCK
2023-01-01,-9.75,104.25,WPP_573_Samudera_Hindia_Selatan,4.9,4,GFW_MOCK
2023-01-01,-9.75,104.75,WPP_573_Samudera_Hindia_Selatan,2.52,10,GFW_MOCK
2023-01-01,-9.75,105.25,WPP_573_Samudera_Hindia_Selatan,2.83,14,GFW_MOCK
2023-01-01,-9.75,105.75,WPP_573_Samudera_Hindia_Selatan,2.96,5,GFW_MOCK
2023-01-01,-9.75,106.25,WPP_573_Samudera_Hindia_Selatan,9.76,9,GFW_MOCK
2023-01-01,-9.75,106.75,WPP_573_Samudera_Hindia_Selatan,3.06,8,GFW_MOCK
2023-01-01,-9.75,107.25,WPP_573_Samudera_Hindia_Selatan,5.04,5,GFW_MOCK
2023-01-01,-9.75,107.75,WPP_573_Samudera_Hindia_Selatan,64.15,8,GFW_MOCK
2023-01-01,-9.75,108.25,WPP_573_Samudera_Hindia_Selatan,3.14,8,GFW_MOCK
2023-01-01,-9.75,108.75,WPP_573_Samudera_Hindia_Selatan,17.89,6,GFW_MOCK
2023-01-01,-9.75,109.25,WPP_573_Samudera_Hindia_Selatan,44.35,8,GFW_MOCK
2023-01-01,-9.75,109.75,WPP_573_Samudera_Hindia_Selatan,131.09,6,GFW_MOCK
2023-01-01,-9.75,110.25,WPP_573_Samudera_Hindia_Selatan,22.13,7,GFW_MOCK
2023-01-01,-9.75,110.75,WPP_573_Samudera_Hindia_Selatan,1.69,11,GFW_MOCK
2023-01-01,-9.75,111.25,WPP_573_Samudera_Hindia_Selatan,25.79,6,GFW_MOCK
2023-01-01,-9.75,111.75,WPP_573_Samudera_Hindia_Selatan,16.74,5,GFW_MOCK
2023-01-01,-9.75,112.25,WPP_573_Samudera_Hindia_Selatan,18.31,3,GFW_MOCK
2023-01-01,-9.75,112.75,WPP_573_Samudera_Hindia_Selatan,6.46,4,GFW_MOCK
2023-01-01,-9.75,113.25,WPP_573_Samudera_Hindia_Selatan,12.1,8,GFW_MOCK
2023-01-01,-9.75,113.75,WPP_573_Samudera_Hindia_Selatan,5.94,7,GFW_MOCK
2023-01-01,-9.75,114.25,WPP_573_Samudera_Hindia_Selatan,4.99,9,GFW_MOCK
2023-01-01,-9.75,114.75,WPP_573_Samudera_Hindia_Selatan,24.76,6,GFW_MOCK
2023-01-01,-9.25,102.25,WPP_573_Samudera_Hindia_Selatan,15.3,9,GFW_MOCK
2023-01-01,-9.25,102.75,WPP_573_Samudera_Hindia_Selatan,44.66,5,GFW_MOCK
2023-01-01,-9.25,103.25,WPP_573_Samudera_Hindia_Selatan,3.64,7,GFW_MOCK
2023-01-01,-9.25,103.75,WPP_573_Samudera_Hindia_Selatan,12.5,11,GFW_MOCK
2023-01-01,-9.25,104.25,WPP_573_Samudera_Hindia_Selatan,16.8,4,GFW_MOCK
2023-01-01,-9.25,104.75,WPP_573_Samudera_Hindia_Selatan,8.33,11,GFW_MOCK
2023-01-01,-9.25,105.25,WPP_573_Samudera_Hindia_Selatan,46.72,6,GFW_MOCK
2023-01-01,-9.25,105.75,WPP_573_Samudera_Hindia_Selatan,49.53,10,GFW_MOCK
2023-01-01,-9.25,106.25,WPP_573_Samudera_Hindia_Selatan,6.01,13,GFW_MOCK
2023-01-01,-9.25,106.75,WPP_573_Samudera_Hindia_Selatan,14.53,12,GFW_MOCK
2023-01-01,-9.25,107.25,WPP_573_Samudera_Hindia_Selatan,7.24,10,GFW_MOCK
2023-01-01,-9.25,107.75,WPP_573_Samudera_Hindia_Selatan,41.97,5,GFW_MOCK
2023-01-01,-9.25,108.25,WPP_573_Samudera_Hindia_Selatan,30.15,13,GFW_MOCK
2023-01-01,-9.25,108.75,WPP_573_Samudera_Hindia_Selatan,62.4,9,GFW_MOCK
2023-01-01,-9.25,109.25,WPP_573_Samudera_Hindia_Selatan,1.2,8,GFW_MOCK
2023-01-01,-9.25,109.75,WPP_573_Samudera_Hindia_Selatan,29.2,6,GFW_MOCK
2023-01-01,-9.25,110.25,WPP_573_Samudera_Hindia_Selatan,36.66,14,GFW_MOCK
2023-01-01,-9.25,110.75,WPP_573_Samudera_Hindia_Selatan,33.08,9,GFW_MOCK
2023-01-01,-9.25,111.25,WPP_573_Samudera_Hindia_Selatan,44.84,7,GFW_MOCK
2023-01-01,-9.25,111.75,WPP_573_Samudera_Hindia_Selatan,326.86,9,GFW_MOCK
2023-01-01,-9.25,112.25,WPP_573_Samudera_Hindia_Selatan,4.07,4,GFW_MOCK
2023-01-01,-9.25,112.75,WPP_573_Samudera_Hindia_Selatan,4.6,7,GFW_MOCK
2023-01-01,-9.25,113.25,WPP_573_Samudera_Hindia_Selatan,26.32,11,GFW_MOCK
2023-01-01,-9.25,113.75,WPP_573_Samudera_Hindia_Selatan,17.46,10,GFW_MOCK
2023-01-01,-9.25,114.25,WPP_573_Samudera_Hindia_Selatan,13.69,10,GFW_MOCK
2023-01-01,-9.25,114.75,WPP_573_Samudera_Hindia_Selatan,6.47,11,GFW_MOCK
2023-01-01,-8.75,102.25,WPP_573_Samudera_Hindia_Selatan,55.31,8,GFW_MOCK
2023-01-01,-8.75,102.75,WPP_573_Samudera_Hindia_Selatan,18.29,10,GFW_MOCK
2023-01-01,-8.75,103.25,WPP_573_Samudera_Hindia_Selatan,22.99,14,GFW_MOCK
2023-01-01,-8.75,103.75,WPP_573_Samudera_Hindia_Selatan,14.04,10,GFW_MOCK
2023-01-01,-8.75,104.25,WPP_573_Samudera_Hindia_Selatan,10.64,4,GFW_MOCK
2023-01-01,-8.75,104.75,WPP_573_Samudera_Hindia_Selatan,9.99,13,GFW_MOCK
2023-01-01,-8.75,105.25,WPP_573_Samudera_Hindia_Selatan,36.33,8,GFW_MOCK
